table_id,num_classes,n_total,n_train,n_test,num_features,num_continuous,num_categorical,missing_rate,rf_balanced_accuracy,spearman_gt_single,spearman_gt_permutation,spearman_gt_drop_column,topk_gt_single,topk_gt_permutation,topk_gt_drop_column
0,2,401,341,60,8,5,3,0.05236907730673317,0.8958333333333334,0.5000000000000001,0.523809523809524,0.6831300510639734,0.8,0.8,0.8
1,4,480,409,71,13,12,1,0.04823717948717949,0.8851010101010102,0.7417582417582418,0.5934065934065934,-0.16153769450469616,0.8,0.6,0.4
2,3,454,386,68,14,12,2,0.050975456261799876,0.8272792022792023,0.2879120879120879,0.5428571428571429,0.1637204203050615,0.6,0.6,0.4
3,2,431,367,64,13,12,1,0.0480099946457255,1.0,0.5199454712472893,0.6836606647876081,0.4558423058385518,0.8,0.6,0.4
4,3,487,414,73,11,7,4,0.04853462759006907,0.920952380952381,0.39090909090909093,0.7363636363636363,0.6590491593140252,0.8,0.8,0.6
5,4,491,418,73,11,7,4,0.0533234586187743,0.8579545454545455,0.9,0.6788172508915258,0.7339758434175737,1.0,0.8,0.8
6,2,466,396,70,14,11,3,0.049049662783568364,0.9852941176470589,0.9361256188911931,0.48279476290736945,-0.2773500981126145,1.0,0.8,0.4
7,4,431,366,65,12,10,2,0.049303944315545245,0.9154761904761904,0.6713286713286714,0.3327500724607145,0.7671594383182543,0.4,0.4,0.8
8,3,401,341,60,12,11,1,0.04821280133000831,0.8882575757575758,0.3916083916083916,0.38245849467326465,0.3732659499681084,0.6,0.4,0.6
9,4,492,418,74,12,6,6,0.049627371273712736,0.609018759018759,0.7622377622377624,0.5594405594405596,0.7775843798555644,0.6,0.8,1.0
10,4,406,345,61,11,7,4,0.047021943573667714,0.8143539467068879,0.2545454545454546,0.6363636363636364,0.4145796632961667,0.6,0.8,0.6
11,2,458,390,68,14,10,4,0.05131004366812227,0.9821428571428572,0.38461538461538464,0.3915615961973431,0.32433748657040123,0.6,0.6,0.6
12,3,472,402,70,12,10,2,0.04961158192090395,0.8818303811057434,0.3426573426573427,0.44055944055944063,0.40280271929454914,0.6,0.4,0.8
13,4,494,420,74,12,10,2,0.04807692307692308,0.7168040293040293,0.5524475524475525,0.27272727272727276,0.45534220441992507,0.6,0.6,0.8
14,2,437,372,65,11,7,4,0.05055127938423133,0.889367816091954,0.2545454545454546,0.14578625522502567,0.5448952707944501,0.4,0.6,0.6
15,2,438,372,66,11,6,5,0.05147364051473641,0.8787878787878788,0.5558100980454104,0.8606978946185856,0.6454972243679028,0.6,0.8,0.6
16,3,445,379,66,16,7,9,0.04719101123595506,0.7776482776482777,0.7205882352941175,0.5802657250288364,-0.10150799373890833,0.4,0.6,0.2
17,2,463,394,69,14,9,5,0.051064486269669855,0.9838709677419355,0.8021978021978022,0.1351267900940369,0.09376144618769909,1.0,0.4,0.4
