num_tables,mean_rf_balanced_accuracy,median_rf_balanced_accuracy,mean_spearman_gt_single,median_spearman_gt_single,mean_spearman_gt_permutation,median_spearman_gt_permutation,mean_spearman_gt_drop_column,median_spearman_gt_drop_column,mean_topk_gt_single,mean_topk_gt_permutation,mean_topk_gt_drop_column
100,0.8705784644049723,0.8831772738237269,0.5512565225079513,0.5866633366633367,0.4630734125203199,0.46117445152633224,0.2533008404469201,0.2963362141958096,0.6899999999999997,0.6599999999999998,0.5379999999999999
