num_tables,mean_rf_balanced_accuracy,median_rf_balanced_accuracy,mean_spearman_gt_single,median_spearman_gt_single,mean_spearman_gt_permutation,median_spearman_gt_permutation,mean_spearman_gt_drop_column,median_spearman_gt_drop_column,mean_topk_gt_single,mean_topk_gt_permutation,mean_topk_gt_drop_column
100,0.8621456288252662,0.8712585502653704,0.5647841466634371,0.5756358286096117,0.4525434600400885,0.4825262827353094,0.23369523372581352,0.24551430807011818,0.6999999999999998,0.6679999999999998,0.514
