num_tables,mean_rf_balanced_accuracy,median_rf_balanced_accuracy,mean_spearman_gt_single,median_spearman_gt_single,mean_spearman_gt_permutation,median_spearman_gt_permutation,mean_spearman_gt_drop_column,median_spearman_gt_drop_column,mean_topk_gt_single,mean_topk_gt_permutation,mean_topk_gt_drop_column
100,0.867609427190067,0.8818151858993281,0.5565885192955712,0.5636904761904762,0.47032989104533945,0.4933471609850669,0.2530007333188267,0.28829998806257884,0.6939999999999997,0.6439999999999999,0.524
