num_tables,mean_rf_balanced_accuracy,median_rf_balanced_accuracy,mean_spearman_gt_single,median_spearman_gt_single,mean_spearman_gt_permutation,median_spearman_gt_permutation,mean_spearman_gt_drop_column,median_spearman_gt_drop_column,mean_topk_gt_single,mean_topk_gt_permutation,mean_topk_gt_drop_column
100,0.6596387649998569,0.6758116883116883,0.35523799132033873,0.40054945054945057,0.2974150092652844,0.34305694305694306,0.1486558475080526,0.1666666666666667,0.598,0.572,0.49400000000000005
