num_tables,mean_rf_balanced_accuracy,median_rf_balanced_accuracy,mean_spearman_gt_single,median_spearman_gt_single,mean_spearman_gt_permutation,median_spearman_gt_permutation,mean_spearman_gt_drop_column,median_spearman_gt_drop_column,mean_topk_gt_single,mean_topk_gt_permutation,mean_topk_gt_drop_column
100,0.867609427190067,0.8818151858993281,0.5317735677780735,0.5236090992600082,0.48849030750711037,0.527727186874416,0.28240281193465366,0.3236085181116648,0.688,0.6579999999999998,0.54
